track_id,image_id,role,jersey_number,team,bbox_x,bbox_y,bbox_w,bbox_h,pitch_x_bottom_left,pitch_y_bottom_left,pitch_x_bottom_right,pitch_y_bottom_right,pitch_x_bottom_middle,pitch_y_bottom_middle
1,000001,player,20,left,327,565,54,102,-30.149394935368232,34.699307036635425,-29.574607201431423,34.0578029721222,-29.861816531873263,34.3781557262296
1,000002,player,20,left,326,563,53,102,-30.147516892497663,34.70029483841077,-29.573811199134152,34.05996953790785,-29.86048037438596,34.379734970165664
1,000003,player,20,left,326,562,52,103,-30.143811023134162,34.70167380772996,-29.572247304600346,34.06367556584807,-29.857847177844743,34.382281496320175
1,000004,player,20,left,326,561,52,104,-30.13838587137291,34.70235821030458,-29.569978590201657,34.0677743442203,-29.854002663565797,34.38467890040055
1,000005,player,20,left,325,559,51,105,-30.131407432169215,34.700970709824595,-29.567102172253776,34.07079942719967,-29.84907826483162,34.38550503266094
1,000006,player,20,left,325,558,51,106,-30.12310760352667,34.696085512197705,-29.5637567877692,34.07120977824041,-29.8432591497056,34.38327615613866
1,000007,player,20,left,325,556,50,107,-30.113778238535666,34.68647625575965,-29.560116157769244,34.067639745051274,-29.836777938124396,34.37669589642534
1,000008,player,20,left,326,555,49,107,-30.10377669217535,34.67131306949777,-29.556395088448074,34.05909894941836,-29.829920536422215,34.36485373627273
1,000009,player,20,left,327,554,48,107,-30.093513749051823,34.65028819151554,-29.552839373293395,34.04510118224508,-29.823015062044536,34.34735229330889
1,000010,player,20,left,329,553,47,107,-30.08343033625995,34.62364754719799,-29.54970544535908,34.025699080296015,-29.81641003464722,34.32434046713903
1,000011,player,20,left,330,552,46,107,-30.07398028548719,34.59213141903882,-29.547248225043464,34.0014291092089,-29.81045968784226,34.296456283869716
1,000012,player,20,left,332,551,44,107,-30.065598195253052,34.55684595368781,-29.545694841450647,33.97318739699443,-29.80549476566298,34.26470058041357
1,000013,player,20,left,334,549,43,108,-30.058666846001156,34.51909573066487,-29.54522051320229,33.94206914951084,-29.801794173758008,34.230273007708185
1,000014,player,20,left,335,549,42,107,-30.05348259900621,34.48021000400852,-29.545922784648994,33.909202245545686,-29.79955479818893,34.19440195520632
1,000015,player,20,left,335,549,42,107,-30.05023932238663,34.44139933438937,-29.547813572603232,33.87561124515947,-29.7988794912404,34.15820487216114
1,000016,player,20,left,336,549,41,107,-30.048973566598416,34.40362495435495,-29.550775023355946,33.84209640718126,-29.799727587096882,34.12256245834735
1,000017,player,20,left,337,549,41,107,-30.04960398909965,34.36756742854382,-29.554608941007597,33.8092148186379,-29.80195932841781,34.08809355760106
1,000018,player,20,left,337,549,40,106,-30.05187372181448,34.33359217242603,-29.55898580531314,33.7772518418728,-29.805281556928087,34.05512363415599
1,000019,player,20,left,338,549,39,106,-30.055409477909272,34.301812406816126,-29.563511560405864,33.746295486585495,-29.80931066156193,34.02375343318611
1,000020,player,20,left,338,549,39,106,-30.059717066987474,34.27210972759943,-29.567727125520452,33.71626152645436,-29.81357008897361,33.99388181647016
1,000021,player,20,left,339,548,40,105,-30.06423160344222,34.24422110104023,-29.571160341109525,33.68698446199624,-29.817541422682847,33.96529474150713
1,000022,player,20,left,339,548,41,105,-30.068347919539608,34.21777245985345,-29.57335496251142,33.6582502155789,-29.82069408410949,33.937698401986786
1,000023,player,20,left,339,548,42,104,-30.071494706086366,34.19239941441464,-29.573938443718582,33.62991227300232,-29.822556290955788,33.91083764308882
1,000024,player,20,left,339,548,42,104,-30.073174879258374,34.16766295532541,-29.572655288234337,33.60179829800044,-29.822751913956566,33.884407119302566
1,000025,player,20,left,340,547,44,103,-30.07300769168352,34.14324824932577,-29.569393389910786,33.57389355268356,-29.82103469577977,33.858242384753794
1,000026,player,20,left,340,547,44,103,-30.07079026453693,34.11879971175769,-29.56423245555902,33.546159856208824,-29.817343221076396,33.832146900227556
1,000027,player,20,left,342,547,45,103,-30.06651417350531,34.09403238559236,-29.55744049807716,33.51862516085077,-29.81180744615154,33.80599248998589
1,000028,player,20,left,343,547,46,103,-30.06037476904841,34.06876478014604,-29.549463084245872,33.49139355590369,-29.804747972428544,33.779740742227574
1,000029,player,20,left,345,547,47,103,-30.052761393499146,34.0427472957112,-29.540897019825174,33.46445244771081,-29.79665798689681,33.753260795318404
1,000030,player,20,left,346,547,47,103,-30.044233509001238,34.0158616406913,-29.532447241399804,33.437852397530186,-29.788169761648426,33.726518940570536
1,000031,player,20,left,348,547,48,104,-30.03545614567571,33.987957249100496,-29.524851995928376,33.41152853061631,-29.779984961562043,33.699407527216636
1,000032,player,20,left,350,547,49,104,-30.02716067980968,33.95892561632564,-29.518836579583866,33.385367641386964,-29.77283189766064,33.67181566945836
1,000033,player,20,left,352,546,48,104,-30.020068050529353,33.92867229160662,-29.515038978015255,33.35918220401436,-29.76738995622071,33.64360225078367
1,000034,player,20,left,356,546,46,104,-30.01483126533147,33.89712024711493,-29.513961785123072,33.33272394915343,-29.764236819001237,33.614604410836456
1,000035,player,20,left,359,545,44,105,-30.011973553647298,33.86419494209084,-29.515926253552315,33.30568674353274,-29.76379457287967,33.58463153245104
1,000036,player,20,left,363,545,42,105,-30.011864111971498,33.829842235838086,-29.521070063407038,33.277750341744834,-29.766316481137363,33.5534961008937
1,000037,player,20,left,366,545,40,105,-30.014687966655423,33.794039283451085,-29.52934080260393,33.24861856516446,-29.771868670456964,33.521038271036694
1,000038,player,20,left,371,544,36,106,-30.02045931939674,33.75679332579988,-29.540532996308574,33.21804579258871,-29.78035533328517,33.487138536455724
1,000039,player,20,left,372,544,37,106,-30.029034250218004,33.71814991806743,-29.554318531587942,33.18586594670502,-29.791540303725018,33.45173635995222
1,000040,player,20,left,373,543,38,106,-30.040140036998064,33.67819846846271,-29.570287221111602,33.152011200775824,-29.80508200726784,33.41484231172777
1,000041,player,20,left,374,542,38,106,-30.05340893261792,33.63706567609308,-29.587984979381684,33.11651024864356,-29.820569441216946,33.3765339298787
1,000042,player,20,left,375,541,39,106,-30.06841124161792,33.594901566524534,-29.60694231605924,33.07946847073451,-29.837552958470276,33.33693881808106
1,000043,player,20,left,376,540,40,106,-30.08467994934051,33.55185737340517,-29.62668819240281,33.04103234954113,-29.85556350517699,33.29620578326799
1,000044,player,20,left,378,539,41,106,-30.10172697829043,33.50807914280378,-29.646751901136845,33.001365947501526,-29.874121681906054,33.2544898630896
1,000045,player,20,left,379,539,41,106,-30.119073453091026,33.46360622794235,-29.66667924370188,32.960530010054676,-29.892760956600828,33.211841107541055
1,000046,player,20,left,382,538,40,106,-30.13622184025982,33.41843874502893,-29.685994755996692,32.91853941490919,-29.910994843970165,33.1682670252805
1,000047,player,20,left,385,537,39,105,-30.15269920864661,33.37246236492242,-29.704236618369833,32.87527693529507,-29.92835598608691,33.123651852299574
1,000048,player,20,left,388,536,38,105,-30.1680469157974,33.3254714222891,-29.72094688368345,32.83051797994251,-29.944386110230987,33.077780478481415
1,000049,player,20,left,391,536,36,104,-30.181850972903025,33.27718517516848,-29.73570521376337,32.783952570780656,-29.958668081504733,33.03035757155873
1,000050,player,20,left,397,534,34,103,-30.19376032164199,33.227314113010166,-29.748155559865946,32.73526431877313,-29.97084838617606,32.98108022949676
1,000051,player,20,left,397,534,34,103,-30.203531740254185,33.175536581354834,-29.758056703887437,32.684115458336365,-29.980684854720238,32.92961881238921
1,000052,player,20,left,397,533,35,102,-30.21104245754879,33.12168316927887,-29.765299240098358,32.63034173333993,-29.988061463035418,32.87580658705747
1,000053,player,20,left,398,532,37,102,-30.216322496153225,33.06568452857853,-29.769938290689353,32.57390185465388,-29.993020856952253,32.81958835916429
1,000054,player,20,left,398,531,38,101,-30.21954970494118,33.00767454447606,-29.772185215288204,32.514979315928905,-29.99575771802207,32.761122958212525
1,000055,player,20,left,399,530,39,101,-30.221040981847665,32.94800039763501,-29.772390329167116,32.45398334048522,-29.996605724774057,32.70078872615976
1,000056,player,20,left,399,529,40,100,-30.22120681687567,32.887223719132635,-29.770989193212536,32.39153934946633,-29.99598796145189,32.639179313993274
1,000057,player,20,left,400,528,41,100,-30.220491305925503,32.826092923621516,-29.768435244492714,32.32845025770044,-29.994353231920854,32.57707047980733
1,000058,player,20,left,402,527,40,100,-30.219303215846004,32.76549266493967,-29.765127258019966,32.26563829203234,-29.9921053200447,32.515365717628754
1,000059,player,20,left,405,525,39,100,-30.21795239714443,32.706378599046765,-29.761352295096522,32.20408243188305,-29.98954266845781,32.45503235405606
1,000060,player,20,left,407,524,38,100,-30.216575388228826,32.64971092341078,-29.75721820057853,32.144755803813375,-29.986787437313964,32.397037025217884
1,000061,player,20,left,410,523,37,101,-30.215111756232517,32.596390654801425,-29.752643875692783,32.08857404088003,-29.983768817358676,32.34228800449523
1,000062,player,20,left,413,522,35,101,-30.213296915037066,32.547180231681644,-29.747367154399843,32.03632988814437,-29.980223387371552,32.29156282266905
1,000063,player,20,left,417,520,33,101,-30.2106852311277,32.50274094499303,-29.740978737964802,31.98874299669199,-29.975723647455574,32.245551900560066
1,000064,player,20,left,416,519,35,101,-30.206700619733134,32.46356249272594,-29.732979777550938,31.946396504202216,-29.96973211467625,32.20479162834294
1,000065,player,20,left,414,518,37,101,-30.20073286198288,32.430001593599286,-29.72286919227803,31.90976830799928,-29.961693142745876,32.16969931293018
1,000066,player,20,left,412,517,40,101,-30.192185307679196,32.4022573138696,-29.710180333391225,31.87919452858552,-29.95107510350018,32.14054257097605
1,000067,player,20,left,410,516,42,101,-30.180587228640352,32.380435869372796,-29.694572511820606,31.85491516640325,-29.93747232146025,32.11749455018106
1,000068,player,20,left,408,514,45,101,-30.16563644829865,32.364449294233005,-29.6758485498707,31.836944674779012,-29.920635151533702,32.10051853062253
1,000069,player,20,left,404,512,49,101,-30.147238647561274,32.354090363888716,-29.653972609023263,31.82512564169557,-29.900498536025932,32.08943221219224
1,000070,player,20,left,404,512,48,101,-30.12551262617802,32.3489032874078,-29.62906147629913,31.81898220082425,-29.877180268529887,32.0837697509352
1,000071,player,20,left,405,510,46,101,-30.1007551364782,32.34814892928263,-29.601352203069556,31.817687342488203,-29.850947223566507,32.08274801649653
1,000072,player,20,left,406,509,43,101,-30.07340866043718,32.350781155901366,-29.571179993124332,31.8200496662771,-29.822188194712588,32.08524814888107
1,000073,player,20,left,406,507,41,101,-30.043987395388587,32.3553692827694,-29.53893085933723,31.824462185339367,-29.79135322018999,32.089751192353205
1,000074,player,20,left,407,506,38,101,-30.013013308278424,32.36013496881826,-29.505010384471575,31.828975086252616,-29.758906003875694,32.09439294340629
1,000075,player,20,left,408,503,33,101,-29.980935648187756,32.362983379924124,-29.469795534089698,31.831361115552557,-29.725259592274817,32.09701224791666
1,000076,player,20,left,408,503,33,101,-29.948099734119726,32.36166345085569,-29.43362953601959,31.829307466298136,-29.690758223160046,32.095327098719366
1,000077,player,20,left,404,502,37,101,-29.914696720319906,32.35391713120326,-29.3967792332762,31.820576680044432,-29.655630890538635,32.087089720208255
1,000078,player,20,left,401,501,41,102,-29.88076157815862,32.33772118385721,-29.359426696026812,31.803246534153295,-29.619986146741358,32.070327418758374
1,000079,player,20,left,398,500,45,102,-29.84618210720729,32.31152479012233,-29.321651241072583,31.775924702514498,-29.583807610886062,32.04356870675619
1,000080,player,20,left,394,499,49,102,-29.810733208604013,32.27446419046441,-29.28342470989379,31.737927015409614,-29.546968737135845,32.00603974110561
1,000081,player,20,left,391,498,52,102,-29.774120776008,32.22650429316112,-29.24461001770496,31.689375033516274,-29.509254015290256,31.957783887128965
1,000082,player,20,left,387,496,57,102,-29.736039213588718,32.16857601135103,-29.204977408697737,31.63129223776402,-29.470395845242876,31.899778461796956
1,000083,player,20,left,388,495,54,102,-29.696218574397072,32.102459438715144,-29.164224556119155,31.56545733162556,-29.43010814012465,31.833802949452988
1,000084,player,20,left,389,494,50,103,-29.65447927194772,32.03068791836917,-29.122025709264168,31.494300353057916,-29.38813825344672,31.762339086108433
1,000085,player,20,left,390,493,46,103,-29.610753224768523,31.95629862045996,-29.07806764805223,31.420663581949604,-29.344295527564338,31.688326598884853
1,000086,player,20,left,392,492,41,103,-29.56509537217215,31.882534632865138,-29.032098564804887,31.34753617758181,-29.29848149764729,31.614881576454632
1,000087,player,20,left,393,491,37,103,-29.517679367766522,31.81252889933509,-28.983974674952115,31.277784696019992,-29.250711060601468,31.545003718289145
1,000088,player,20,left,395,489,31,103,-29.468769137203935,31.74901360710316,-28.93368692190001,31.21391357467999,-29.20111161973353,31.481311289500336
1,000089,player,20,left,394,489,33,103,-29.418686363028137,31.694104801382,-28.881378659482206,31.157897324983608,-29.14991568183124,31.425849543469685
1,000090,player,20,left,392,488,37,103,-29.36776573741466,31.649181524160035,-28.827330434750586,31.111087424026472,-29.097430883726233,31.37998374971723
1,000091,player,20,left,389,487,41,104,-29.31632067039932,31.61486549285668,-28.771940080979512,31.074206244884397,-29.044012896399057,31.344386004726044
1,000092,player,20,left,387,487,45,104,-29.264611958198696,31.591091592494916,-28.7156791838035,31.047406020596057,-28.990027986787993,31.319099954262033
1,000093,player,20,left,385,486,49,104,-29.212830829741947,31.577219660296414,-28.659044674933202,31.03034985229706,-28.935820328869703,31.303637178522308
1,000094,player,20,left,382,485,56,104,-29.16109499605634,31.572269760506806,-28.602511262517822,31.022407080768776,-28.881686227319054,31.29719249641245
1,000095,player,20,left,382,485,55,104,-29.109474504307308,31.57497123853086,-28.546506476181875,31.022649947645473,-28.82787455103337,31.298666800617113
1,000096,player,20,left,382,484,54,105,-29.05798017481835,31.58397012704455,-28.49136026606316,31.03002522471622,-28.77455574022649,31.306856562803755
1,000097,player,20,left,382,482,52,105,-29.006604572378684,31.59788832492291,-28.437310697603262,31.04337809024279,-28.721845129756787,31.320495347914267
1,000098,player,20,left,383,481,50,106,-28.95533107693436,31.615376455536953,-28.38449676288805,31.061489137183052,-28.669803887505882,31.338298743635253
1,000099,player,20,left,383,480,49,107,-28.90414634325567,31.63512134096108,-28.332968458000934,31.083079520333946,-28.618450285631535,31.358970674002112
1,000100,player,20,left,384,477,45,108,-28.85303568067086,31.655907218322564,-28.282693472136717,31.10688512769341,-28.567760745483692,31.38127110643015
1,000101,player,20,left,384,477,45,108,-28.80198320514212,31.676512272217508,-28.233575038288016,31.131569950355036,-28.51767884822413,31.403921013748374
1,000102,player,20,left,384,477,46,108,-28.750945411007994,31.695838664599236,-28.185441055891946,31.15587518034909,-28.468096694036507,31.425741953757985
1,000103,player,20,left,384,477,47,109,-28.699842272830097,31.71285337083303,-28.138050000576726,31.178575784734022,-28.418853418860948,31.445604787713513
1,000104,player,20,left,384,476,48,109,-28.648523458867707,31.726635545695192,-28.091066532241257,31.198539586077437,-28.369706112503373,31.46248291311821
1,000105,player,20,left,384,476,48,109,-28.59676721739235,31.736393955012907,-28.044061798244478,31.21474839185093,-28.32032941560418,31.475471547391688
1,000106,player,20,left,384,475,49,109,-28.544271469186423,31.741487014535963,-27.996502845145617,31.22631797340344,-28.270305771709644,31.483807737095812
1,000107,player,20,left,384,475,50,109,-28.490662718925424,31.74143073519657,-27.947760732269394,31.23250617009071,-28.219133936362216,31.48687837821771
1,000108,player,20,left,384,474,48,109,-28.435520716000187,31.735905682074513,-27.89713593095641,31.232720926901337,-28.16625400297278,31.484227710181433
1,000109,player,20,left,385,473,46,109,-28.378420806907677,31.72475786846713,-27.843915311895252,31.226535090113344,-28.11109706295654,31.475565148583115
1,000110,player,20,left,386,472,43,109,-28.318972007349313,31.708000377111546,-27.787426072402997,31.213702580411944,-28.053131212848033,31.46077418942147
1,000111,player,20,left,387,472,40,109,-28.256865949499552,31.685829776827077,-27.72711033869942,31.194198885556993,-27.991923319292724,31.439940853093567
1,000112,player,20,left,388,471,38,109,-28.191933353201986,31.658578039109486,-27.662610200132832,31.16819877701326,-27.927209775185457,31.413318503117516
1,000113,player,20,left,389,470,34,109,-28.12414948802664,31.626758914481876,-27.593797003640063,31.136145194969654,-27.85891388362391,31.381385483333936
1,000114,player,20,left,388,469,36,109,-28.053683977602212,31.591049549837084,-27.52084076566371,31.098749249034476,-27.787205471832234,31.344835932668765
